Catalogue/Guidebook Title,Exhibition Title,Publishing Info,Curator(s),Artwork Number,Artwork Title,Artist Name,Artwork Location,Location Lat.,Location Long.,Artwork Specific Loc.,Artwork Lat.,Artwork Long.,Artist BY/Est.,Artist DY,Artist Birthplace,Artist Workplace
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",61,🌊🔊🤷🏽‍♀️ (2019),Jace Clayton,Arts Square,25.361648,55.386495,Bait Obaid Al Shamsi,25.362198,55.386830,1975,NA,"Framingham, USA","New York, USA"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",62,Imperfect Isometry (2019),Suchitra Mattai,Arts Square,25.361648,55.386495,Bait Obaid Al Shamsi,25.362198,55.386830,1973,NA,Guyana,"Denver, USA"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",63,Various works (2019),Carlos Martiel,Arts Square,25.361648,55.386495,Bait Obaid Al Shamsi,25.362198,55.386830,1989,NA,"Havana, Cuba","Havana, Cuba; New York, USA"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",64,Suntitled (2019),Hannah Black; Ebba Fransén Waldhör,Arts Square,25.361648,55.386495,Bait Obaid Al Shamsi,25.362198,55.386830,1981; 1984,NA,"Manchester, UK; Lund, Switzerland","New York, USA; Berlin, Germany"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",65,Any Way the Wind Blows (2018–2019),Tracey Rose,Arts Square,25.361648,55.386495,Bait Obaid Al Shamsi,25.362198,55.386830,1974,NA,"Durban, South Africa","Durban, South Africa"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",66,Perruques Architectures Émirats Arabes Unis (2019),Meschac Gaba,Arts Square,25.361648,55.386495,Bait Obaid Al Shamsi,25.362198,55.386830,1961,NA,"Cotonou, Benin","Cotonou, Benin"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",67,The Letter Writing Project (1998/2019),Lee Mingwei,Al Hamriyah,25.46121,55.54813,Al Hamriyah Studios,25.481672,55.499267,1964,NA,"Taichung, Taiwan","New York, USA; Paris, France"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",68,Various works (2012–2017),Shiraz Bayjoo,Al Hamriyah,25.46121,55.54813,Al Hamriyah Studios,25.481672,55.499267,1979,NA,"Port Louis, Mauritius","London, UK; Port Louis, Mauritius"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",69,Spheres (2017),Rohini Devasher,Al Hamriyah,25.46121,55.54813,Al Hamriyah Studios,25.481672,55.499267,1978,NA,"New Delhi, India","Noida, India"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",70,Romance Section (2016–2019),Lantian Xie,Al Hamriyah,25.46121,55.54813,Al Hamriyah Studios,25.481672,55.499267,1988,NA,"Jiangsu, China","Dubai, UAE"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",71,tagatanu`u (2017–ongoing),Léuli Eshrāghi,Al Hamriyah,25.46121,55.54813,Al Hamriyah Studios,25.481672,55.499267,1986,NA,"Yuwibara Nation territory, Australia","Melbourne, Australia; Montreal, Canada"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",72,Keroncong Concordia (2019),Jompet Kuswidananto,Al Hamriyah,25.46121,55.54813,Al Hamriyah Studios,25.481672,55.499267,1976,NA,"Yogyakarta, Indonesia","Yogyakarta, Indonesia"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",73,house of MAKEdbA (2019),Neo Muyanga,Al Hamriyah,25.46121,55.54813,Al Hamriyah Studios,25.481672,55.499267,1974,NA,"Soweto, South Africa","Cape Town, South Africa"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",74,Popular Extinctions (2019),Kawayan de Guia,Al Hamriyah,25.46121,55.54813,Al Hamriyah Courtyard,25.481576,55.499275,1979,NA,"Baguio City, Philippines","Baguio City, Philippines"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",75,"Untitled (inwardness, juice, natures) (2019)",Isabel Lewis; Matthew Lutz-Kinoy & HACKLANDER / HATAM,Kalba,24.99816,56.27207,Kalba Ice Factory,25.016571,56.361687,1981; 1984; 1986; 1967,NA,"Santo Domingo, Dominican Republic; Brooklyn, USA; Minneapolis, USA; Tehran, Iran","Lewis, HACKLANDER / HATAM in Berlin; Lutz-Kinoy in Paris"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",76,Sympoiesis Observatory (2019),Nikolaus Gansterer,Kalba,24.99816,56.27207,Kalba Ice Factory,25.016571,56.361687,1974,NA,"Klosterneuburg, Austria","Vienna, Austria; Brussels, Belgium"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",77,I Belnog to the Distance (2019),Torkawase Dyson,Kalba,24.99816,56.27207,Kalba Ice Factory,25.016571,56.361687,1973,NA,"Chicago, USA","Newburgh, USA"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",78,Land of Zanj (2019),Mohau Modisakeng,Kalba,24.99816,56.27207,Kalba Ice Factory,25.016571,56.361687,1986,NA,"Johannesburg, South Africa","Johannesburg, South Africa; Cape Town, South Africa"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",79,Even the Stars Look Lonesome,Caecilia Tripp,Kalba,24.99816,56.27207,Kalba Ice Factory,25.016571,56.361687,1968,NA,"Frankfurt, Germany","New York, USA; Toronto, Canada"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",80,Blida-Joinville,Mohamed Bourouissa,Kalba,24.99816,56.27207,Kalba Kindergarten,25.063557,56.354259,1978,NA,"Blida, Algeria","Paris, France"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",81,The Trans-National,New Orleans Airlift,Offsite Venues,NA,NA,Umm Al Quwain Abandoned Airplane Site,25.580264,55.652881,2008,NA,"New Orleans, USA","New Orleans, USA"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",82,Knowledge Market: Speculative Collective (2019),Gudskul,Offsite Venues,NA,NA,Offsite,NA,NA,2018,NA,"Jakarta, Indonesia","Jakarta, Indonesia"
,,,,,,,,,,,,,,,,
Sharjah Biennial 13 (Sharjahart.org projects view),Sharjah Biennial 13: Tamawuj,,Christine Tohme,,,,,,,,,,,,,
Sharjah Biennial 13 (Sharjahart.org projects view),Sharjah Biennial 13: Tamawuj,,Christine Tohme,,,,,,,,,,,,,
Sharjah Biennial 13 (Sharjahart.org projects view),Sharjah Biennial 13: Tamawuj,,Christine Tohme,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",1,Come to where the flavors are (2015),Danh Vo,Al Mureijah Square,25.356875,55.381479,Bait Hassan Mukhtar,25.356870,55.381860,1975,NA,"Bà Rịa–Vũng Tàu, Vietnam","Mexico City, Mexico"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",2,An Opaque Wind (2015),Haegue Yang,Al Mureijah Square,25.356875,55.381479,Bait Al Aboudi,25.356690,55.381543,1971,NA,"Seoul, Korea","Seoul, Korea; Berlin, Germany"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",3,Various works (2014–2015),Lynette Yiadom-Boakye,Al Mureijah Square,25.356875,55.381479,Bait Hussain Makrani,25.356592,55.381738,1977,NA,"London, UK","London, UK"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",3,Various works (2014–2015),Lynette Yiadom-Boakye,Arts Square,25.361648,55.386495,Bait Al Serkal,25.361313,55.386190,1977,NA,"London, UK","London, UK"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",4,Souls' Landscapes (2015),Uriel Barthélémi,Al Mureijah Square,25.356875,55.381479,Mirage City Cinema,25.356466,55.381969,1980,NA,"Reims, France","Paris, France"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",4,Souls' Landscapes (2015),Uriel Barthélémi,Warehouses at Port Khalid,25.355574,55.375242,Warehouse 1 at Port Khalid,25.355403,55.375571,1980,NA,"Reims, France","Paris, France"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",5,Heritage Studies #1–5 (2015),Iman Issa,Al Mureijah Square,25.356875,55.381479,Gallery 5,25.356641,55.382159,1979,NA,"Cairo, Egypt","Cairo, Egypt; New York, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",6,Various works ,Beom Kim,Al Mureijah Square,25.356875,55.381479,Gallery 5,25.356641,55.382159,1963,NA,"Seoul, Korea","Seoul, Korea"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",6,Various works ,Beom Kim,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1963,NA,"Seoul, Korea","Seoul, Korea"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",7,Plate It with Silver,Babak Afrassiabi and Nasrin Tabatabai (Pages),Al Mureijah Square,25.356875,55.381479,Gallery 5,25.356641,55.382159,2004,NA,"Rotterdam, Netherlands","Rotterdam, Netherlands"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",8,Various works (2014),Mohammed Kazem,Al Mureijah Square,25.356875,55.381479,Gallery 5,25.356641,55.382159,1969,NA,"Dubai, UAE","Dubai, UAE"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",8,Various works (2014),Mohammed Kazem,Souq AlShanasiyah,25.359828,55.384351,Souq AlShanasiyah,25.359828,55.384351,1969,NA,"Dubai, UAE","Dubai, UAE"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",9,Various works,Fahrelnissa Zeid,Al Mureijah Square,25.356875,55.381479,Gallery 4,25.356948,55.382146,1901,1991,"Istanbul, Turkey","Amman, Jordan"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",10,Across the Chalk Line (2015),Gary Simmons,Al Mureijah Square,25.356875,55.381479,Unnamed Space,25.356559,55.382511,1964,NA,"New York, USA","New York, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",11,Cyprus (2015),Rayyane Tabet,Al Mureijah Square,25.356875,55.381479,Gallery 3,25.356922,55.382461,1983,NA,"Ashqout, Lebanon","Beirut, Lebanon"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",12,Works from the series 'Sunday Paintings' (2001–ongoing),Byron Kim,Al Mureijah Square,25.356875,55.381479,Gallery 3,25.356922,55.382461,1961,NA,"La Jolla, California, USA","Brooklyn, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",13,Works from the series 'Invisible Sun' (2014–2015),Julie Mehretu,Al Mureijah Square,25.356875,55.381479,Gallery 1,25.357289,55.382261,1970,NA,"Addis Ababa, Ethiopia","New York, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",14,Al Zannoba Journey (2015),Abdullah Al Saadi,Al Mureijah Square,25.356875,55.381479,Gallery 2,25.357159,55.382193,1967,NA,"Khorfakkan, UAE","Khorfakkan, UAE"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",15,XYZ (2015),Eduardo Navarro,Al Mureijah Square,25.356875,55.381479,Gallery 2,25.357159,55.382193,1979,NA,"Buenos Aires, Argentina","Buenos Aires, Argentina"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",15,XYZ (2015),Eduardo Navarro,Al Mureijah Square,25.356875,55.381479,Al Hamdan Bin Mousa Courtyard,25.357395,55.382147,1979,NA,"Buenos Aires, Argentina","Buenos Aires, Argentina"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",16,Karesansui (2015),Taro Shinoda,Al Mureijah Square,25.356875,55.381479,Bait Abdul Raheem Jasem,25.357456,55.382290,1964,NA,"Tokyo, Japan","Tokyo, Japan"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",16,Karesansui (2015),Taro Shinoda,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1964,NA,"Tokyo, Japan","Tokyo, Japan"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",17,Talking Wall (2015),Damián Ortega,Al Mureijah Square,25.356875,55.381479,Bait Al Hurma/Bait Habib Shalawani,25.357639,55.382292,1967,NA,"Mexico City, Mexico","Mexico City, Mexico"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",18,Various works,Jac Leirner,Al Mureijah Square,25.356875,55.381479,Gallery 6,25.357190,55.382002,1961,NA,"São Paulo, Brazil","São Paulo, Brazil"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",19,AT THE RISK OF THE REAL (2015),Cinthia Marcelle,Al Mureijah Square,25.356875,55.381479,Bait Gholoum Ibrahim,25.357241,55.381774,1974,NA,"Belo Horizonte, Brazil","São Paulo, Brazil"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",20,"Our Look Was as If Two Lovers, or Deadly Enemies (2015)",Maryam Kashani,Calligraphy Square,25.358096,55.384638,Ceramics House,25.358157,55.384912,1977,NA,"San Francisco, USA","Saint Louis, USA; Chicago, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",21,Is it always there? (2015),Lee Kit,Calligraphy Square,25.358096,55.384638,Sharjah Centre for the Art of Arabic Calligraphy and Ornamentation,25.358362,55.384546,1978,NA,"Hong Kong, China","Hong Kong, China"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",22,The Fourth Stage (2015),Ahmad Ghossein,Calligraphy Square,25.358096,55.384638,Dar Al Nadwa,25.357949,55.384493,1981,NA,"Beirut, Lebanon","Beirut, Lebanon"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",23,Kora (2011–2012),Jawshing Arthur Liou,Calligraphy Square,25.358096,55.384638,Dar Al Nadwa,25.357949,55.384493,1968,NA,"Zhongli, Taiwan","Bloomington, Indiana, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",24,untitled 2015 (Eau de RRose of Damascus),Rirkrit Tiravanija,Calligraphy Square,25.358096,55.384638,Calligraphers' Studios,25.357871,55.384840,1961,NA,"Buenos Aires, Argentina","New York, USA; Berlin, Germany; Chiang Mai, Thailand"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",25,The Secession Sessions (2014–2015),Eric Baudelaire,Calligraphy Square,25.358096,55.384638,Sharjah Institute for Theatrical Arts,25.356371,55.385111,1973,NA,"Salt Lake City, USA","Paris, France"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",26,Le Cargo (2011),Faustin Linyekula,Calligraphy Square,25.358096,55.384638,Sharjah Institute for Theatrical Arts,25.356371,55.385111,1974,NA,"Ubundu, Democratic Republic of Congo","Kisangani, Democratic Republic of Congo"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",27,Sky Blue Flag (2015),Byron Kim,Souq AlShanasiyah,25.359828,55.384351,Unnamed Space,Water Taxi,Water Taxi,1961,NA,"La Jolla, California, USA","Brooklyn, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",28,Various works,Hassan Sharif,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1951,2016,"Dubai, UAE","Dubai, UAE"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",29, (City Night) (2015) ليل الدنيه,Byron Kim,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1961,NA,"La Jolla, California, USA","Brooklyn, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",30,Various works,Saloua Raouda Choucair,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1916,2017,"Beirut, Lebanon","Beirut, Lebanon"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",31,Various works,Abdul Hay Mosallam Zarara,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1933,2020,"Hebron, Palestine","Amman, Jordan"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",32,Steel Rings (2013–ongoing),Rayyane Tabet,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1983,NA,"Ashqout, Lebanon","Beirut, Lebanon"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",33,Various works,Etel Adnan,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1925,NA,"Beirut, Lebanon","Paris, France"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",34,Various works,Chung Chang-Sup,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1927,2011,"Cheongju, Korea","Seoul, Korea"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",35,Various works,Lala Rukh,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1948,NA,"Lahore, Pakistan","Lahore, Pakistan"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",36,种 ([zhong]; [drɔ:g]) planting/seed/species (2014),Xu Tan (Keywords Lab),Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1957,NA,"Wuhan, China","Guangzhou, China"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",37,Reincarnation (2015),Im Heung-soon,Arts Square,25.361648,55.386495,Bait Al Serkal,25.361313,55.386190,1969,NA,"Seoul, Korea","Seoul, Korea"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",38,The Unpredictability of Possible Future Uses (2015),Leonor Antunes,Arts Square,25.361648,55.386495,Bait Al Serkal,25.361313,55.386190,1972,NA,"Lisbon, Portugal","Berlin, Germany; Lisbon, Portugal"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",39,a beckoning: We are not who we think we are (2014–2015),Rodney McMillian,Arts Square,25.361648,55.386495,Bait Al Serkal,25.361313,55.386190,1969,NA,"Columbia, South Carolina, USA","Los Angeles, USA"
